trainable params: 294,912 || all params: 124,737,024 || trainable%: 0.2364
{'loss': 0.7508, 'grad_norm': 0.3812052607536316, 'learning_rate': 0.000499905583809039, 'epoch': 0.47}
{'loss': 0.7342, 'grad_norm': 0.371951699256897, 'learning_rate': 0.0004998978768291886, 'epoch': 0.49}
{'loss': 0.7411, 'grad_norm': 0.3996136784553528, 'learning_rate': 0.0004998898675801978, 'epoch': 0.51}
{'loss': 0.7254, 'grad_norm': 0.4547528624534607, 'learning_rate': 0.0004998815560717542, 'epoch': 0.52}
{'loss': 0.7306, 'grad_norm': 0.4934388995170593, 'learning_rate': 0.0004998729423139111, 'epoch': 0.54}
{'loss': 0.7361, 'grad_norm': 0.4281599819660187, 'learning_rate': 0.0004998640263170877, 'epoch': 0.56}
{'loss': 0.7146, 'grad_norm': 0.43625408411026, 'learning_rate': 0.0004998548080920682, 'epoch': 0.58}
{'loss': 0.7287, 'grad_norm': 0.4282671809196472, 'learning_rate': 0.000499845287650003, 'epoch': 0.59}
{'loss': 0.7314, 'grad_norm': 0.3565615117549896, 'learning_rate': 0.0004998354650024075, 'epoch': 0.61}
{'loss': 0.7241, 'grad_norm': 0.309415727853775, 'learning_rate': 0.0004998253401611631, 'epoch': 0.63}
{'loss': 0.7407, 'grad_norm': 0.44064196944236755, 'learning_rate': 0.0004998149131385163, 'epoch': 0.65}
{'loss': 0.718, 'grad_norm': 0.5597655177116394, 'learning_rate': 0.0004998041839470795, 'epoch': 0.66}
{'loss': 0.7169, 'grad_norm': 0.39434516429901123, 'learning_rate': 0.0004997931525998303, 'epoch': 0.68}
{'loss': 0.7213, 'grad_norm': 0.3613472282886505, 'learning_rate': 0.000499781819110112, 'epoch': 0.7}
{'loss': 0.7326, 'grad_norm': 0.33886340260505676, 'learning_rate': 0.0004997701834916332, 'epoch': 0.72}
{'loss': 0.7176, 'grad_norm': 0.3906232714653015, 'learning_rate': 0.0004997582457584679, 'epoch': 0.73}
{'loss': 0.72, 'grad_norm': 0.41243815422058105, 'learning_rate': 0.0004997460059250558, 'epoch': 0.75}
{'loss': 0.7264, 'grad_norm': 0.3131084144115448, 'learning_rate': 0.0004997334640062019, 'epoch': 0.77}
{'loss': 0.724, 'grad_norm': 0.30427393317222595, 'learning_rate': 0.0004997206200170762, 'epoch': 0.79}
{'loss': 0.7227, 'grad_norm': 0.5090367794036865, 'learning_rate': 0.0004997074739732148, 'epoch': 0.8}
{'loss': 0.7184, 'grad_norm': 0.3051702678203583, 'learning_rate': 0.0004996940258905185, 'epoch': 0.82}
{'loss': 0.7253, 'grad_norm': 0.29187139868736267, 'learning_rate': 0.0004996802757852538, 'epoch': 0.84}
{'loss': 0.7142, 'grad_norm': 0.32329949736595154, 'learning_rate': 0.0004996662236740523, 'epoch': 0.86}
{'loss': 0.7244, 'grad_norm': 0.41335102915763855, 'learning_rate': 0.0004996518695739113, 'epoch': 0.87}
{'loss': 0.7234, 'grad_norm': 0.3199029862880707, 'learning_rate': 0.000499637213502193, 'epoch': 0.89}
{'loss': 0.7253, 'grad_norm': 0.35977497696876526, 'learning_rate': 0.0004996222554766248, 'epoch': 0.91}
{'loss': 0.7201, 'grad_norm': 0.3431008756160736, 'learning_rate': 0.0004996069955152995, 'epoch': 0.93}
{'loss': 0.7218, 'grad_norm': 0.3255298137664795, 'learning_rate': 0.0004995914336366754, 'epoch': 0.94}
{'loss': 0.7208, 'grad_norm': 0.32721537351608276, 'learning_rate': 0.0004995755698595753, 'epoch': 0.96}
{'loss': 0.7218, 'grad_norm': 0.3148433566093445, 'learning_rate': 0.0004995594042031877, 'epoch': 0.98}
{'loss': 0.7209, 'grad_norm': 0.3349875807762146, 'learning_rate': 0.0004995429366870663, 'epoch': 1.0}
{'eval_loss': 0.7059943079948425, 'eval_runtime': 16.6764, 'eval_samples_per_second': 585.737, 'eval_steps_per_second': 73.217, 'epoch': 1.0}
{'loss': 0.7189, 'grad_norm': 0.31414785981178284, 'learning_rate': 0.0004995261673311296, 'epoch': 1.01}
{'loss': 0.7176, 'grad_norm': 0.2876571714878082, 'learning_rate': 0.0004995090961556611, 'epoch': 1.03}
{'loss': 0.7165, 'grad_norm': 0.31000441312789917, 'learning_rate': 0.0004994917231813099, 'epoch': 1.05}
{'loss': 0.7159, 'grad_norm': 0.28703704476356506, 'learning_rate': 0.0004994740484290897, 'epoch': 1.07}
{'loss': 0.7167, 'grad_norm': 0.3298344016075134, 'learning_rate': 0.0004994560719203795, 'epoch': 1.08}
{'loss': 0.7145, 'grad_norm': 0.33988267183303833, 'learning_rate': 0.0004994377936769228, 'epoch': 1.1}
{'loss': 0.7162, 'grad_norm': 0.32295751571655273, 'learning_rate': 0.0004994192137208289, 'epoch': 1.12}
{'loss': 0.7179, 'grad_norm': 0.3219810724258423, 'learning_rate': 0.0004994003320745712, 'epoch': 1.14}
{'loss': 0.7158, 'grad_norm': 0.3203815519809723, 'learning_rate': 0.0004993811487609885, 'epoch': 1.15}
{'loss': 0.7093, 'grad_norm': 0.34890103340148926, 'learning_rate': 0.0004993616638032845, 'epoch': 1.17}
{'loss': 0.7122, 'grad_norm': 0.3114549219608307, 'learning_rate': 0.0004993418772250275, 'epoch': 1.19}
{'loss': 0.7135, 'grad_norm': 0.34607455134391785, 'learning_rate': 0.0004993217890501507, 'epoch': 1.21}
{'loss': 0.7089, 'grad_norm': 0.34989944100379944, 'learning_rate': 0.0004993016046931266, 'epoch': 1.22}
{'loss': 0.7191, 'grad_norm': 0.2829120457172394, 'learning_rate': 0.0004992809164136227, 'epoch': 1.24}
{'loss': 0.7187, 'grad_norm': 0.3075897693634033, 'learning_rate': 0.0004992599266112356, 'epoch': 1.26}
{'loss': 0.7128, 'grad_norm': 0.30252939462661743, 'learning_rate': 0.0004992386353113538, 'epoch': 1.28}
{'loss': 0.7167, 'grad_norm': 0.32196563482284546, 'learning_rate': 0.0004992170425397307, 'epoch': 1.29}
{'loss': 0.7042, 'grad_norm': 0.28890395164489746, 'learning_rate': 0.0004991951483224842, 'epoch': 1.31}
{'loss': 0.715, 'grad_norm': 0.4547919034957886, 'learning_rate': 0.000499172952686097, 'epoch': 1.33}
{'loss': 0.7168, 'grad_norm': 0.2869073450565338, 'learning_rate': 0.0004991504556574163, 'epoch': 1.35}
{'loss': 0.7138, 'grad_norm': 0.24176925420761108, 'learning_rate': 0.0004991276572636537, 'epoch': 1.36}
{'loss': 0.7158, 'grad_norm': 0.3366404175758362, 'learning_rate': 0.0004991045575323857, 'epoch': 1.38}
{'loss': 0.714, 'grad_norm': 0.2586440443992615, 'learning_rate': 0.0004990811564915529, 'epoch': 1.4}
{'loss': 0.7162, 'grad_norm': 0.2806432545185089, 'learning_rate': 0.0004990574541694605, 'epoch': 1.42}
{'loss': 0.7003, 'grad_norm': 0.3646799325942993, 'learning_rate': 0.0004990334505947783, 'epoch': 1.43}
{'loss': 0.7145, 'grad_norm': 0.2513715326786041, 'learning_rate': 0.00049900914579654, 'epoch': 1.45}
{'loss': 0.7085, 'grad_norm': 0.2580145001411438, 'learning_rate': 0.0004989845398041443, 'epoch': 1.47}
{'loss': 0.7214, 'grad_norm': 0.2776394188404083, 'learning_rate': 0.0004989596326473538, 'epoch': 1.49}
{'loss': 0.7085, 'grad_norm': 0.3127545118331909, 'learning_rate': 0.0004989344243562953, 'epoch': 1.5}
{'loss': 0.7112, 'grad_norm': 0.3237537145614624, 'learning_rate': 0.0004989089149614602, 'epoch': 1.52}
{'loss': 0.7106, 'grad_norm': 0.2772606611251831, 'learning_rate': 0.0004988831044937038, 'epoch': 1.54}
{'loss': 0.713, 'grad_norm': 0.25990644097328186, 'learning_rate': 0.0004988569929842457, 'epoch': 1.56}
{'loss': 0.7038, 'grad_norm': 0.2948280870914459, 'learning_rate': 0.0004988305804646697, 'epoch': 1.57}
{'loss': 0.7088, 'grad_norm': 0.33299440145492554, 'learning_rate': 0.0004988038669669236, 'epoch': 1.59}
{'loss': 0.6982, 'grad_norm': 0.29201656579971313, 'learning_rate': 0.0004987768525233191, 'epoch': 1.61}
{'loss': 0.7032, 'grad_norm': 0.2925899922847748, 'learning_rate': 0.0004987495371665323, 'epoch': 1.63}
{'loss': 0.7126, 'grad_norm': 0.22715623676776886, 'learning_rate': 0.0004987219209296029, 'epoch': 1.64}
{'loss': 0.7057, 'grad_norm': 0.39226457476615906, 'learning_rate': 0.0004986942845058523, 'epoch': 1.66}
{'loss': 0.7058, 'grad_norm': 0.2620382010936737, 'learning_rate': 0.0004986660696171744, 'epoch': 1.68}
{'loss': 0.6903, 'grad_norm': 0.2592232823371887, 'learning_rate': 0.0004986375539493138, 'epoch': 1.7}
{'loss': 0.7052, 'grad_norm': 0.2767286002635956, 'learning_rate': 0.0004986087375367625, 'epoch': 1.71}
{'loss': 0.7086, 'grad_norm': 0.2512047588825226, 'learning_rate': 0.0004985796204143756, 'epoch': 1.73}
{'loss': 0.7137, 'grad_norm': 0.30223098397254944, 'learning_rate': 0.0004985502026173725, 'epoch': 1.75}
{'loss': 0.7051, 'grad_norm': 0.27587708830833435, 'learning_rate': 0.0004985204841813361, 'epoch': 1.77}
{'loss': 0.7087, 'grad_norm': 0.25915104150772095, 'learning_rate': 0.0004984904651422128, 'epoch': 1.78}
{'loss': 0.7007, 'grad_norm': 0.25478672981262207, 'learning_rate': 0.000498460145536313, 'epoch': 1.8}
{'loss': 0.7055, 'grad_norm': 0.27736786007881165, 'learning_rate': 0.0004984295254003102, 'epoch': 1.82}
{'loss': 0.7118, 'grad_norm': 0.28219595551490784, 'learning_rate': 0.0004983986047712418, 'epoch': 1.84}
{'loss': 0.7165, 'grad_norm': 0.2784525752067566, 'learning_rate': 0.0004983673836865082, 'epoch': 1.85}
{'loss': 0.6966, 'grad_norm': 0.2856884002685547, 'learning_rate': 0.0004983361788858439, 'epoch': 1.87}
{'loss': 0.7037, 'grad_norm': 0.24021172523498535, 'learning_rate': 0.0004983043600070439, 'epoch': 1.89}
{'loss': 0.705, 'grad_norm': 0.2471691370010376, 'learning_rate': 0.0004982722407865745, 'epoch': 1.91}
{'loss': 0.6978, 'grad_norm': 0.3051813244819641, 'learning_rate': 0.0004982398212632864, 'epoch': 1.92}
{'loss': 0.7027, 'grad_norm': 0.30726760625839233, 'learning_rate': 0.000498207101476393, 'epoch': 1.94}
{'loss': 0.7069, 'grad_norm': 0.2990814745426178, 'learning_rate': 0.0004981740814654714, 'epoch': 1.96}
{'loss': 0.7059, 'grad_norm': 0.30590859055519104, 'learning_rate': 0.0004981407612704616, 'epoch': 1.98}
{'loss': 0.7027, 'grad_norm': 0.27361124753952026, 'learning_rate': 0.0004981071409316667, 'epoch': 1.99}
{'eval_loss': 0.6915625333786011, 'eval_runtime': 17.0204, 'eval_samples_per_second': 573.901, 'eval_steps_per_second': 71.738, 'epoch': 2.0}
{'loss': 0.7138, 'grad_norm': 0.29563114047050476, 'learning_rate': 0.0004980732204897529, 'epoch': 2.01}
{'loss': 0.7023, 'grad_norm': 0.28186142444610596, 'learning_rate': 0.0004980389999857494, 'epoch': 2.03}
{'loss': 0.7022, 'grad_norm': 0.3900083303451538, 'learning_rate': 0.0004980044794610483, 'epoch': 2.05}
{'loss': 0.7034, 'grad_norm': 0.3236697018146515, 'learning_rate': 0.0004979696589574045, 'epoch': 2.06}
{'loss': 0.7008, 'grad_norm': 0.3126060664653778, 'learning_rate': 0.0004979345385169359, 'epoch': 2.08}
{'loss': 0.7003, 'grad_norm': 0.2581159770488739, 'learning_rate': 0.0004978991181821234, 'epoch': 2.1}
{'loss': 0.7107, 'grad_norm': 0.24877731502056122, 'learning_rate': 0.00049786339799581, 'epoch': 2.12}
{'loss': 0.7047, 'grad_norm': 0.24364116787910461, 'learning_rate': 0.0004978273780012021, 'epoch': 2.13}
{'loss': 0.7039, 'grad_norm': 0.2929708957672119, 'learning_rate': 0.0004977910582418684, 'epoch': 2.15}
{'loss': 0.6958, 'grad_norm': 0.2589816153049469, 'learning_rate': 0.00049775443876174, 'epoch': 2.17}
{'loss': 0.7001, 'grad_norm': 0.24303659796714783, 'learning_rate': 0.0004977175196051111, 'epoch': 2.19}
{'loss': 0.7092, 'grad_norm': 0.2915310859680176, 'learning_rate': 0.0004976803008166376, 'epoch': 2.2}
{'loss': 0.6997, 'grad_norm': 0.251739501953125, 'learning_rate': 0.0004976427824413386, 'epoch': 2.22}
{'loss': 0.7066, 'grad_norm': 0.290213942527771, 'learning_rate': 0.0004976049645245949, 'epoch': 2.24}
{'loss': 0.7064, 'grad_norm': 0.30125564336776733, 'learning_rate': 0.0004975668471121502, 'epoch': 2.26}
{'loss': 0.701, 'grad_norm': 0.2829054892063141, 'learning_rate': 0.0004975284302501103, 'epoch': 2.27}
{'loss': 0.6998, 'grad_norm': 0.22763153910636902, 'learning_rate': 0.0004974897139849429, 'epoch': 2.29}
{'loss': 0.6946, 'grad_norm': 0.2814937233924866, 'learning_rate': 0.0004974506983634781, 'epoch': 2.31}
{'loss': 0.7157, 'grad_norm': 0.2548169195652008, 'learning_rate': 0.000497411383432908, 'epoch': 2.33}
{'loss': 0.6956, 'grad_norm': 0.2629694640636444, 'learning_rate': 0.0004973717692407869, 'epoch': 2.34}
{'loss': 0.7006, 'grad_norm': 0.23655186593532562, 'learning_rate': 0.0004973318558350309, 'epoch': 2.36}
{'loss': 0.6918, 'grad_norm': 0.31562843918800354, 'learning_rate': 0.0004972916432639181, 'epoch': 2.38}
{'loss': 0.6931, 'grad_norm': 0.2351769208908081, 'learning_rate': 0.0004972511315760884, 'epoch': 2.4}
{'loss': 0.7015, 'grad_norm': 0.21008916199207306, 'learning_rate': 0.0004972103208205437, 'epoch': 2.41}
{'loss': 0.7152, 'grad_norm': 0.21679238975048065, 'learning_rate': 0.0004971692110466474, 'epoch': 2.43}
{'loss': 0.704, 'grad_norm': 0.32192498445510864, 'learning_rate': 0.0004971282178712804, 'epoch': 2.45}
{'loss': 0.6966, 'grad_norm': 0.2914770841598511, 'learning_rate': 0.0004970865131991542, 'epoch': 2.47}
{'loss': 0.7133, 'grad_norm': 0.2965162992477417, 'learning_rate': 0.0004970445096584305, 'epoch': 2.48}
{'loss': 0.6904, 'grad_norm': 0.24086600542068481, 'learning_rate': 0.0004970022072999154, 'epoch': 2.5}
{'loss': 0.7071, 'grad_norm': 0.24983444809913635, 'learning_rate': 0.0004969596061747769, 'epoch': 2.52}
{'loss': 0.705, 'grad_norm': 0.246409073472023, 'learning_rate': 0.0004969167063345436, 'epoch': 2.54}
{'loss': 0.7051, 'grad_norm': 0.33004453778266907, 'learning_rate': 0.0004968735078311064, 'epoch': 2.55}
{'loss': 0.6964, 'grad_norm': 0.22611631453037262, 'learning_rate': 0.0004968300107167167, 'epoch': 2.57}
{'loss': 0.6952, 'grad_norm': 0.25049546360969543, 'learning_rate': 0.0004967862150439871, 'epoch': 2.59}
{'loss': 0.6901, 'grad_norm': 0.23857282102108002, 'learning_rate': 0.0004967421208658919, 'epoch': 2.61}
{'loss': 0.7009, 'grad_norm': 0.24544622004032135, 'learning_rate': 0.0004966977282357661, 'epoch': 2.62}
{'loss': 0.707, 'grad_norm': 0.26004573702812195, 'learning_rate': 0.0004966530372073056, 'epoch': 2.64}
{'loss': 0.7045, 'grad_norm': 0.31983834505081177, 'learning_rate': 0.0004966080478345674, 'epoch': 2.66}
{'loss': 0.7082, 'grad_norm': 0.27440375089645386, 'learning_rate': 0.0004965627601719693, 'epoch': 2.68}
{'loss': 0.7139, 'grad_norm': 0.2142937183380127, 'learning_rate': 0.00049651717427429, 'epoch': 2.69}
{'loss': 0.6969, 'grad_norm': 0.2515442669391632, 'learning_rate': 0.0004964712901966687, 'epoch': 2.71}
{'loss': 0.6956, 'grad_norm': 0.22566069662570953, 'learning_rate': 0.0004964251079946057, 'epoch': 2.73}
{'loss': 0.7074, 'grad_norm': 0.23030734062194824, 'learning_rate': 0.0004963786277239614, 'epoch': 2.75}
{'loss': 0.6986, 'grad_norm': 0.24916213750839233, 'learning_rate': 0.000496331849440957, 'epoch': 2.76}
{'loss': 0.7025, 'grad_norm': 0.25032082200050354, 'learning_rate': 0.0004962847732021742, 'epoch': 2.78}
{'loss': 0.7045, 'grad_norm': 0.24499264359474182, 'learning_rate': 0.0004962373990645551, 'epoch': 2.8}
{'loss': 0.6983, 'grad_norm': 0.2877926230430603, 'learning_rate': 0.000496189727085402, 'epoch': 2.82}
{'loss': 0.6953, 'grad_norm': 0.2499418407678604, 'learning_rate': 0.0004961417573223775, 'epoch': 2.83}
{'loss': 0.6952, 'grad_norm': 0.2406838983297348, 'learning_rate': 0.0004960939739819448, 'epoch': 2.85}
{'loss': 0.6993, 'grad_norm': 0.2427402138710022, 'learning_rate': 0.0004960454118019906, 'epoch': 2.87}
{'loss': 0.6922, 'grad_norm': 0.21965107321739197, 'learning_rate': 0.0004959965520127246, 'epoch': 2.89}
{'loss': 0.7015, 'grad_norm': 0.2539425790309906, 'learning_rate': 0.0004959473946732461, 'epoch': 2.9}
{'loss': 0.7052, 'grad_norm': 0.29447805881500244, 'learning_rate': 0.0004958979398430144, 'epoch': 2.92}
{'loss': 0.7071, 'grad_norm': 0.26302996277809143, 'learning_rate': 0.0004958481875818487, 'epoch': 2.94}
{'loss': 0.691, 'grad_norm': 0.43445780873298645, 'learning_rate': 0.0004957981379499277, 'epoch': 2.96}
{'loss': 0.7039, 'grad_norm': 0.2637127637863159, 'learning_rate': 0.00049574779100779, 'epoch': 2.97}
{'loss': 0.7005, 'grad_norm': 0.2289608269929886, 'learning_rate': 0.000495697146816334, 'epoch': 2.99}
{'eval_loss': 0.6865490674972534, 'eval_runtime': 16.9465, 'eval_samples_per_second': 576.401, 'eval_steps_per_second': 72.05, 'epoch': 3.0}
{'loss': 0.6933, 'grad_norm': 0.23108232021331787, 'learning_rate': 0.0004956462054368172, 'epoch': 3.01}
{'loss': 0.6943, 'grad_norm': 0.3089148998260498, 'learning_rate': 0.0004955949669308568, 'epoch': 3.03}
{'loss': 0.6878, 'grad_norm': 0.24836976826190948, 'learning_rate': 0.0004955434313604296, 'epoch': 3.04}
{'loss': 0.6989, 'grad_norm': 0.20999948680400848, 'learning_rate': 0.0004954915987878712, 'epoch': 3.06}
{'loss': 0.6921, 'grad_norm': 0.23253552615642548, 'learning_rate': 0.000495439469275877, 'epoch': 3.08}
{'loss': 0.6844, 'grad_norm': 0.24901583790779114, 'learning_rate': 0.0004953870428875014, 'epoch': 3.1}
{'loss': 0.6958, 'grad_norm': 0.2520875334739685, 'learning_rate': 0.0004953343196861575, 'epoch': 3.11}
{'loss': 0.688, 'grad_norm': 0.23914115130901337, 'learning_rate': 0.000495281299735618, 'epoch': 3.13}
{'loss': 0.701, 'grad_norm': 0.19808852672576904, 'learning_rate': 0.0004952279831000143, 'epoch': 3.15}
{'loss': 0.6979, 'grad_norm': 0.23221060633659363, 'learning_rate': 0.0004951749074444574, 'epoch': 3.17}
{'loss': 0.6948, 'grad_norm': 0.3501434624195099, 'learning_rate': 0.0004951210005977896, 'epoch': 3.18}
{'loss': 0.6974, 'grad_norm': 0.22979004681110382, 'learning_rate': 0.0004950667972599505, 'epoch': 3.2}
{'loss': 0.6934, 'grad_norm': 0.21394167840480804, 'learning_rate': 0.0004950122974965031, 'epoch': 3.22}
{'loss': 0.6915, 'grad_norm': 0.21857865154743195, 'learning_rate': 0.0004949575013733686, 'epoch': 3.24}
{'loss': 0.69, 'grad_norm': 0.28247836232185364, 'learning_rate': 0.0004949024089568268, 'epoch': 3.25}
{'loss': 0.7052, 'grad_norm': 0.28764423727989197, 'learning_rate': 0.0004948470203135159, 'epoch': 3.27}
{'loss': 0.6954, 'grad_norm': 0.24532386660575867, 'learning_rate': 0.0004947913355104323, 'epoch': 3.29}
{'loss': 0.691, 'grad_norm': 0.2894747853279114, 'learning_rate': 0.0004947353546149308, 'epoch': 3.31}
{'loss': 0.6962, 'grad_norm': 0.2780876159667969, 'learning_rate': 0.0004946790776947242, 'epoch': 3.32}
{'loss': 0.7023, 'grad_norm': 0.24208451807498932, 'learning_rate': 0.0004946225048178834, 'epoch': 3.34}
{'loss': 0.6985, 'grad_norm': 0.34533727169036865, 'learning_rate': 0.0004945656360528373, 'epoch': 3.36}
{'loss': 0.7006, 'grad_norm': 0.22871644794940948, 'learning_rate': 0.0004945084714683726, 'epoch': 3.38}
{'loss': 0.6972, 'grad_norm': 0.2150697261095047, 'learning_rate': 0.0004944510111336342, 'epoch': 3.39}
{'loss': 0.7019, 'grad_norm': 0.2271524965763092, 'learning_rate': 0.0004943932551181241, 'epoch': 3.41}
{'loss': 0.6925, 'grad_norm': 0.3690655827522278, 'learning_rate': 0.0004943352034917025, 'epoch': 3.43}
{'loss': 0.6934, 'grad_norm': 0.24078971147537231, 'learning_rate': 0.0004942768563245867, 'epoch': 3.45}
{'loss': 0.7028, 'grad_norm': 0.28634515404701233, 'learning_rate': 0.0004942182136873519, 'epoch': 3.46}
{'loss': 0.6924, 'grad_norm': 0.23134611546993256, 'learning_rate': 0.0004941592756509307, 'epoch': 3.48}
{'loss': 0.7014, 'grad_norm': 0.21916523575782776, 'learning_rate': 0.0004941000422866125, 'epoch': 3.5}
{'loss': 0.7025, 'grad_norm': 0.2540156841278076, 'learning_rate': 0.0004940405136660443, 'epoch': 3.52}
{'loss': 0.7125, 'grad_norm': 0.2994878888130188, 'learning_rate': 0.0004939806898612303, 'epoch': 3.53}
{'loss': 0.7091, 'grad_norm': 0.24122878909111023, 'learning_rate': 0.0004939205709445316, 'epoch': 3.55}
{'loss': 0.7001, 'grad_norm': 0.23681893944740295, 'learning_rate': 0.000493860156988666, 'epoch': 3.57}
{'loss': 0.6994, 'grad_norm': 0.263782262802124, 'learning_rate': 0.0004937994480667088, 'epoch': 3.59}
{'loss': 0.6915, 'grad_norm': 0.24716997146606445, 'learning_rate': 0.0004937384442520917, 'epoch': 3.6}
{'loss': 0.7002, 'grad_norm': 0.24866530299186707, 'learning_rate': 0.000493677145618603, 'epoch': 3.62}
{'loss': 0.6953, 'grad_norm': 0.2325810343027115, 'learning_rate': 0.0004936155522403876, 'epoch': 3.64}
{'loss': 0.7028, 'grad_norm': 0.3707870543003082, 'learning_rate': 0.0004935536641919474, 'epoch': 3.66}
{'loss': 0.7021, 'grad_norm': 0.2294483780860901, 'learning_rate': 0.0004934914815481401, 'epoch': 3.67}
{'loss': 0.6872, 'grad_norm': 0.2360408902168274, 'learning_rate': 0.00049342900438418, 'epoch': 3.69}
{'loss': 0.706, 'grad_norm': 0.23353441059589386, 'learning_rate': 0.0004933662327756377, 'epoch': 3.71}
{'loss': 0.6918, 'grad_norm': 0.2132749706506729, 'learning_rate': 0.00049330316679844, 'epoch': 3.73}
{'loss': 0.6949, 'grad_norm': 0.24380874633789062, 'learning_rate': 0.0004932398065288695, 'epoch': 3.74}
{'loss': 0.7021, 'grad_norm': 0.2508060038089752, 'learning_rate': 0.0004931761520435651, 'epoch': 3.76}
{'loss': 0.6962, 'grad_norm': 0.2853931188583374, 'learning_rate': 0.0004931122034195212, 'epoch': 3.78}
{'loss': 0.7003, 'grad_norm': 0.20736922323703766, 'learning_rate': 0.0004930479607340884, 'epoch': 3.8}
{'loss': 0.7027, 'grad_norm': 0.3051481246948242, 'learning_rate': 0.0004929834240649724, 'epoch': 3.81}
{'loss': 0.7061, 'grad_norm': 0.23616228997707367, 'learning_rate': 0.0004929185934902352, 'epoch': 3.83}
{'loss': 0.7049, 'grad_norm': 0.2556346654891968, 'learning_rate': 0.0004928534690882939, 'epoch': 3.85}
{'loss': 0.693, 'grad_norm': 0.2074224054813385, 'learning_rate': 0.000492788050937921, 'epoch': 3.87}
{'loss': 0.6984, 'grad_norm': 0.22721734642982483, 'learning_rate': 0.0004927223391182444, 'epoch': 3.88}
{'loss': 0.6961, 'grad_norm': 0.19742879271507263, 'learning_rate': 0.0004926563337087472, 'epoch': 3.9}
{'loss': 0.695, 'grad_norm': 0.21662819385528564, 'learning_rate': 0.0004925900347892676, 'epoch': 3.92}
{'loss': 0.6873, 'grad_norm': 0.28246381878852844, 'learning_rate': 0.0004925234424399988, 'epoch': 3.94}
{'loss': 0.7013, 'grad_norm': 0.19767828285694122, 'learning_rate': 0.000492456556741489, 'epoch': 3.95}
{'loss': 0.6965, 'grad_norm': 0.24508164823055267, 'learning_rate': 0.0004923893777746411, 'epoch': 3.97}
{'loss': 0.7009, 'grad_norm': 0.22843551635742188, 'learning_rate': 0.000492321905620713, 'epoch': 3.99}
{'eval_loss': 0.6858022809028625, 'eval_runtime': 16.9463, 'eval_samples_per_second': 576.409, 'eval_steps_per_second': 72.051, 'epoch': 4.0}
